"css-4rbku5 href","css-9pa8cd src","css-4rbku5 href 2","css-901oao","css-901oao 2","css-901oao 3","css-4rbku5 href 4","css-4rbku5","css-901oao 4","css-4rbku5 2","css-4rbku5 href 5","css-901oao 5","css-4rbku5 3","css-4rbku5 href 6","css-901oao 6","css-4rbku5 4","css-4rbku5 href 7","css-901oao 7","css-4rbku5 href 8","css-9pa8cd src 2","css-4rbku5 href 9","css-9pa8cd src 3","css-901oao 8","css-901oao 9","css-901oao 10","css-4rbku5 href 10","css-901oao 11","css-901oao 12","css-4rbku5 5","css-4rbku5 href 11","css-901oao 13","r-1p0dtai src","css-9pa8cd src 4","css-901oao 15","css-4rbku5 href 16","css-901oao 16"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1634305640389640196","10 mar.","Hoy asaltaron a un conductor en","@Alc_Iztapalapa","https://twitter.com/Alc_Iztapalapa","compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","atendieron la denuncia y se logró la detención de 2 hombres responsables del asalto y de abrir fuego en contra de los compañeros. Hay un delincuente herido. Nuestros compañeros serán ascendidos y reconocidos.","","","","https://twitter.com/OHarfuch/status/1634305640389640196/photo/1","https://pbs.twimg.com/media/Fq44UOJaAAAB95_?format=jpg&name=360x360","https://twitter.com/OHarfuch/status/1634305640389640196/photo/3","https://pbs.twimg.com/media/Fq44UOKaAAA8Xel?format=jpg&name=360x360","134","390","2.002","https://twitter.com/OHarfuch/status/1634305640389640196/analytics","74,9 mil","","","","","","https://pbs.twimg.com/media/Fq44UOJacAAFDNQ?format=jpg&name=360x360","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1633955355657994247","9 mar.","En la Ciudad de México no están solas, pueden marcar al *765 para recibir atención psicológica o asesoría jurídica. 

El servicio es 24 horas, los 365 días del año.","","","","","","","#NoEstásSola","https://twitter.com/hashtag/NoEst%C3%A1sSola?src=hashtag_click","","https://twitter.com/Claudiashein/status/1633955355657994247/photo/1","https://pbs.twimg.com/media/Fqz5u03akAECpGj?format=jpg&name=small","","","241","597","1.362","https://twitter.com/Claudiashein/status/1633955355657994247/analytics","114,1 mil","","","","","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/DiscoveryHH","https://pbs.twimg.com/profile_images/1610294911114280960/yQyFHMin_normal.jpg","https://twitter.com/DiscoveryHH","Tweet promocionado","Discovery H&H","@DiscoveryHH","https://twitter.com/hashtag/HorneaComoBuddy?src=hashtag_click","#HorneaComoBuddy","Buddy reta a participantes a preparar pastel piñata con estructura firme e innovadoras.","","","","","","Chokis Mx","","","0:06","https://twitter.com/DiscoveryHH/status/1683562946562236417/analytics","https://pbs.twimg.com/media/F10NPgsXsAAJpb5.jpg","","https://pbs.twimg.com/profile_images/1380260180823248897/wpcZ1eo8_mini.jpg","2","49","","","245,7 mil","Promocionado","","","El video se reproducirá después del anuncio","blob:https://twitter.com/cf54d789-452b-4cee-adb3-9f7522decaba","https://pbs.twimg.com/media/F10NPgsXsAAJpb5.jpg","","",""
"https://twitter.com/RigoSalgadoV","https://pbs.twimg.com/profile_images/1549111554582478856/k0QXtHgz_normal.jpg","https://twitter.com/RigoSalgadoV","Rigoberto Salgado Vázquez","@RigoSalgadoV","·","https://twitter.com/RigoSalgadoV/status/1633909876215762960","9 mar.","La paz es un proceso de construcción que involucra a autoridades y ciudadanos

Hoy con la alcaldesa","@bereheca","https://twitter.com/bereheca","y el titular de la","@SSC_CDMX","https://twitter.com/SSC_CDMX","presentamos la estrategia de paz y seguridad en Tláhuac ante comités y comisiones  ciudadanos de seguridad.","#HacemosComunidad","https://twitter.com/hashtag/HacemosComunidad?src=hashtag_click","","https://twitter.com/RigoSalgadoV/status/1633909876215762960/photo/1","https://pbs.twimg.com/media/FqzQXjLX0A88FuX?format=jpg&name=360x360","https://twitter.com/RigoSalgadoV/status/1633909876215762960/photo/2","https://pbs.twimg.com/media/FqzQXjLX0A0yVWF?format=jpg&name=360x360","417","1.056","1.109","https://twitter.com/RigoSalgadoV/status/1633909876215762960/analytics","18,1 mil","y 3 más","@OHarfuch","https://twitter.com/OHarfuch","Participación_Ciudadana","","https://pbs.twimg.com/media/FqzQXjNXwAE0_et?format=jpg&name=360x360","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1633826337407504388","9 mar.","Compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","lograron obtener la identidad de esta persona que fue captada asaltando en Av. Conscripto en","@AlcaldiaMHmx","https://twitter.com/AlcaldiaMHmx","; misma que fue detenida en la madrugada; en CDMX no habrá impunidad y daremos puntual seguimiento a los delincuentes que dañen a nuestra sociedad.","","https://twitter.com/MrElDiablo8/status/1628085949052727305/photo/2",".","https://twitter.com/OHarfuch/status/1633826337407504388/photo/1","https://pbs.twimg.com/media/FqyEY-VWwAAmnA3?format=jpg&name=360x360","https://twitter.com/OHarfuch/status/1633826337407504388/photo/2","https://pbs.twimg.com/media/FqyEY-VWIAAFEQk?format=jpg&name=360x360","261","717","2.399","https://twitter.com/OHarfuch/status/1633826337407504388/analytics","284,7 mil","|

Captan a sujeto armado, quien aparentemente asaltó a un automovilista, se presume que ocurrió en Av. Del","","","Citar Tweet","","https://pbs.twimg.com/profile_images/1350814555233001475/RLawhQyy_mini.jpg","#SiLoReconocesDenúncialo","","."
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1628199149689622531","21 feb.","En","@ALaMagdalenaC","https://twitter.com/ALaMagdalenaC",", compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a 3 personas, 2 de ellos extranjeros,tras una infracción vial; se les aseguró un vehículo que ocultaba droga sintética en un compartimiento y un arma de fuego. Gracias a revisiones preventivas, inhibimos delitos.","","","","","https://pbs.twimg.com/ext_tw_video_thumb/1628199082748682242/pu/img/GhktT8hp_inVcYFq.jpg","","","112","463","1.867","https://twitter.com/OHarfuch/status/1628199149689622531/analytics","161,9 mil","","","","","blob:https://twitter.com/e6b051e4-f277-411d-a291-8d04e040a0de","","","",""
"https://twitter.com/BingXOfficial","https://pbs.twimg.com/profile_images/1650900596160077824/2DnAtYyE_normal.jpg","https://twitter.com/BingXOfficial","Tweet promocionado","BingX","@BingXOfficial","","","Regístrate para obtener $5,125+ Bono","","","$100 en bonos de regalo de inscripción","","https://bingx.com/es-es/promotion/common_exchange/2WJC6CXV?utm_source=twitter&utm_medium=ads&utm_campaign=5125&ch=twitter_ads_5125&twclid=21q9fzimxp4mrhvwvvdlig5wio","bingx.com","","https://bingx.com/es-es/promotion/common_exchange/2WJC6CXV?utm_source=twitter&utm_medium=ads&utm_campaign=5125&ch=twitter_ads_5125&twclid=21q9fzimxp4mrhvwvvdlig5wio","Regístrate para obtener $5,125+ Bono","https://twitter.com/BingXOfficial/status/1633842073106542599/analytics","https://pbs.twimg.com/media/FqyQ-1UaQAEnKka?format=png&name=120x120","","","4","24","284","","14,7 M","Promocionado","","","$5000 en bonos de regalo por depósito","","","$125 en bonos de recompensa para nuevos usuarios","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1628025226377175042","21 feb.","Gracias a la confianza de los ciudadanos en seguimiento a una denuncia por robo y privación de la libertad,","@SSC_CDMX","https://twitter.com/SSC_CDMX","y","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","realizaron dos acciones,en","","","y","","https://pbs.twimg.com/ext_tw_video_thumb/1601441794293747712/pu/img/RmH82-W_ZAKjrxrZ.jpg","","","113","321","1.288","https://twitter.com/OHarfuch/status/1628025226377175042/analytics","153,2 mil",", detuvieron a 4 personas implicadas; 3 de con orden de aprehensión por secuestro exprés.","@A_VCarranza","https://twitter.com/A_VCarranza","Citar Tweet","blob:https://twitter.com/98cc544d-2b55-4618-9427-f65a68bd83f1","https://pbs.twimg.com/profile_images/1586925015563370496/tFk8EvH0_mini.jpg","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1627863617709174784","20 feb.","Derivado de trabajos de investigación, compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron en","@AlcaldiaMHmx","https://twitter.com/AlcaldiaMHmx",", a una mujer buscada por  autoridades en","#EstadosUnidos","https://twitter.com/hashtag/EstadosUnidos?src=hashtag_click",", probable responsable de traficar 
droga en México y EUA. Se le aseguraron dosis de cocaína y fentanilo.","https://twitter.com/OHarfuch/status/1627863617709174784/photo/1","https://pbs.twimg.com/media/FpdVVLiacAA6PzI?format=jpg&name=small","","","72","273","1.082","https://twitter.com/OHarfuch/status/1627863617709174784/analytics","63,2 mil","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1627839182147051521","20 feb.","Como parte de las acciones para inhibir delitos en","@A_VCarranza","https://twitter.com/A_VCarranza",", compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","efectuaron una revisión, que de acuerdo a videos de","","","duró 4 minutos a un vehículo donde ahora sabemos que viajaba personal de apoyo de","","","","","154","285","1.191","https://twitter.com/OHarfuch/status/1627839182147051521/analytics","135,5 mil",". Nuestro objetivo es la prevención.","@C5_CDMX","https://twitter.com/C5_CDMX","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1627810182070775812","20 feb.","En seguimiento a un grupo delictivo que opera en","@AlcaldiaAO","https://twitter.com/AlcaldiaAO",", elementos de","@SSC_CDMX","https://twitter.com/SSC_CDMX","y","","",", liberaron a 4 hombres que estaban privados de la libertad, detuvieron a 6 personas, se aseguraron armas, cartuchos y drogas.","https://twitter.com/OHarfuch/status/1627810182070775812/photo/1","https://pbs.twimg.com/media/FpckuolaUAEev0o?format=jpg&name=small","https://twitter.com/OHarfuch/status/1627810182070775812/photo/2","https://pbs.twimg.com/media/FpckuojaIAE6gYU?format=jpg&name=small","87","390","1.677","https://twitter.com/OHarfuch/status/1627810182070775812/analytics","96,8 mil","","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","","","","","",""
"https://twitter.com/McKinsey","https://pbs.twimg.com/profile_images/1675118069633482753/p72KJy4k_normal.jpg","https://twitter.com/McKinsey","Tweet promocionado","McKinsey & Company","@McKinsey","","","What will be the impact of generative AI on work, and how much value could it generate? 

Explore the research here:","mck.co/46DQysw","https://t.co/FlA1H6MPAo?twclid=2-60sumxy227rohn53asfkfxqdf","","","https://mck.co/46DQysw?twclid=2-60sumxy227rohn53asfkfxqdf","mckinsey.com","","https://mck.co/46DQysw?twclid=2-60sumxy227rohn53asfkfxqdf","The economic potential of generative AI","https://twitter.com/McKinsey/status/1676686916979130381/analytics","https://pbs.twimg.com/media/F0TJ2piWwAIbQbL?format=jpg&name=120x120","","","18","49","259","","6,1 M","Promocionado","","","https://","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1626598876710068231","17 feb.","En","@Alcaldia_Coy","https://twitter.com/Alcaldia_Coy",",","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvo a 2 hombres relacionados con el robo de vehículos y autopartes; se aseguraron aproximadamente 4 toneladas de autopartes,A través de denuncias ciudadanas y acciones operativas, realizamos detenciones dirigidas a reducir estos delitos.","","","","https://twitter.com/OHarfuch/status/1626598876710068231/photo/1","https://pbs.twimg.com/media/FpLXB08aMAEQE9I?format=jpg&name=360x360","https://twitter.com/OHarfuch/status/1626598876710068231/photo/3","https://pbs.twimg.com/media/FpLXB01aIAkb290?format=jpg&name=360x360","104","385","1.689","https://twitter.com/OHarfuch/status/1626598876710068231/analytics","106,1 mil","","","","","","https://pbs.twimg.com/media/FpLXB03agAEqlIu?format=jpg&name=360x360","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1626218803897196545","16 feb.","En seguimiento a la investigación del atentado en contra de","@CiroGomezL","https://twitter.com/CiroGomezL","donde fueron detenidas 12 personas, se informa que","@SSC_CDMX","https://twitter.com/SSC_CDMX","cumplimentó 12 órdenes de aprehensión obtenidas por la","","",", 4 de ellas por tentativa de homicidio y 8 por asociación delictuosa.","","","","","97","266","997","https://twitter.com/OHarfuch/status/1626218803897196545/analytics","146,2 mil","","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","","","","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_normal.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1626019444022738946","15 feb.","Con el Primer Centro de Entrenamiento de Realidad Virtual de México y América Latina en la UNIPOL recreamos escenarios para mejorar la capacitación de los elementos de la","@SSC_CDMX","https://twitter.com/SSC_CDMX","en el uso de la fuerza y respeto a los derechos humanos.

Así formamos Más y Mejor Policía.","","","","","","","","https://pbs.twimg.com/amplify_video_thumb/1626018437209157632/img/zbU1QLOhhPSaLriC.jpg","","","106","406","895","https://twitter.com/Claudiashein/status/1626019444022738946/analytics","53,4 mil","","","","","blob:https://twitter.com/401f62de-b623-4412-adc4-85ceeee98dcc","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1624167378194948128","10 feb.","Tras un video difundido en redes sociales, compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a un hombre con antecedentes delictivos, responsable del asalto a un ciudadano en la","","",", se le aseguró un cuchillo, una cadena y dinero. La denuncia es fundamental para erradicar estos delitos.","#Merced","https://twitter.com/hashtag/Merced?src=hashtag_click","0:44","","https://pbs.twimg.com/ext_tw_video_thumb/1624167341914218498/pu/img/KK6Muf0YNgln9kdY.jpg","https://twitter.com/OHarfuch/status/1624167378194948128/photo/3","https://pbs.twimg.com/media/Foozl58WYAsoy-1?format=jpg&name=360x360","420","1.562","5.251","https://twitter.com/OHarfuch/status/1624167378194948128/analytics","423,1 mil","","","","","blob:https://twitter.com/d45bdd5e-18a2-4052-a06c-84a375b77dde","https://pbs.twimg.com/media/Foozl53WYBM87zu?format=jpg&name=360x360","","",""
"https://twitter.com/BodegaAurrera","https://pbs.twimg.com/profile_images/1674197542152683520/pgnaGSM0_normal.jpg","https://twitter.com/BodegaAurrera","Tweet promocionado","Bodega Aurrera","@BodegaAurrera","https://twitter.com/hashtag/65A%C3%B1osDeAhorro?src=hashtag_click","#65AñosDeAhorro","¡Inspirados en tu lucha seguimos celebrando los precios más bajos! En Bodega Aurrera encuentras miles de productos para surtir tu despensa.","","","","","","bodegaaurrera.com.mx","","https://despensa.bodegaaurrera.com.mx/Aniversario65?utm_source=twitter&utm_medium=display&utm_campaign=ba_uf_tw_b3_awareness_imc-verano_videoad&twclid=22kqkdqpsq3ctljqiym94vq91i","#65AñosDeAhorro","https://twitter.com/BodegaAurrera/status/1682057023687471105/analytics","","","https://pbs.twimg.com/amplify_video_thumb/1682055502618849281/img/YQDNS8ea86qY3MCm.jpg","7","6","129","","2,4 M","Promocionado","","","","blob:https://twitter.com/20294562-e461-48c0-a5d6-f22ff688111a","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1623510936656154624","8 feb.","Hoy con la Dra","@Claudiashein","https://twitter.com/Claudiashein","inauguramos el C2 Centro Histórico, esto ayudará a continuar bajando los índices delictivos y le da herramientas a la Policía para trabajar mejor. Son mil 850 cámaras y dará Atención específicamente a 4 sectores Alameda, Morelos, Centro y Congreso.","","","","","","","https://twitter.com/OHarfuch/status/1623510936656154624/photo/1","https://pbs.twimg.com/media/FofelrWaIAIOQH2?format=jpg&name=small","https://twitter.com/OHarfuch/status/1623510936656154624/photo/3","https://pbs.twimg.com/media/FofelrcaQAA0WBL?format=jpg&name=360x360","151","310","1.347","https://twitter.com/OHarfuch/status/1623510936656154624/analytics","88,8 mil","","","","","","https://pbs.twimg.com/media/FofelskaYAEf6FN?format=jpg&name=360x360","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1622988836253868032","7 feb.","En","@FiscaliaEdomex","https://twitter.com/FiscaliaEdomex",", resultado de trabajos de investigación y con el apoyo de","@SEMAR_mx","https://twitter.com/SEMAR_mx",",","#CuautitlanIzcalli","https://twitter.com/hashtag/CuautitlanIzcalli?src=hashtag_click","e","https://twitter.com/OHarfuch/status/1622988836253868032/photo/1","https://pbs.twimg.com/media/FoYDvfKagAAOcmj?format=jpg&name=small","","","87","227","977","https://twitter.com/OHarfuch/status/1622988836253868032/analytics","64,2 mil",", compañeros de","@INAMI_mx","https://twitter.com/INAMI_mx","detuvieron a un hombre que cuenta con una orden de captura emitida en","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1622718168945885193","6 feb.","Esta tarde compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron en","@AlcaldiaMHmx","https://twitter.com/AlcaldiaMHmx","a Carlos “N”, integrante de un grupo delincuencial que opera en el norte del país, se le aseguró un vehículo sin placas y un arma de fuego. La Policía de la CDMX está alerta ante cualquier situación.","","","","https://twitter.com/OHarfuch/status/1622718168945885193/photo/1","https://pbs.twimg.com/media/FoUNkrBXgBQk9FL?format=jpg&name=small","https://twitter.com/OHarfuch/status/1622718168945885193/photo/2","https://pbs.twimg.com/media/FoUNkrCXgAEyuEC?format=jpg&name=360x360","139","675","2.189","https://twitter.com/OHarfuch/status/1622718168945885193/analytics","255,3 mil","","","","","","","","",""
"https://twitter.com/LetyVarela","https://pbs.twimg.com/profile_images/1678514756649377793/PvNgsm9C_normal.jpg","https://twitter.com/LetyVarela","Lety Varela","@LetyVarela","·","https://twitter.com/LetyVarela/status/1619131555989028864","27 ene.","Para quienes preguntan sobre el caso del","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","“detenido” en calles de Col Roma:
-Desde un inicio intervenimos a petición de","@SSC_CDMX","https://twitter.com/SSC_CDMX","-El","","","está bien y a salvo en Brigada Animal","https://twitter.com/LetyVarela/status/1619131555989028864/photo/1","https://pbs.twimg.com/media/FnhPkFfaAAA0hN0?format=jpg&name=small","https://twitter.com/LetyVarela/status/1619131555989028864/photo/2","https://pbs.twimg.com/media/FnhPkFdaQAEnCbX?format=jpg&name=small","89","265","868","https://twitter.com/LetyVarela/status/1619131555989028864/analytics","60,3 mil","-Será rehabilitado para encontrarle un nuevo hogar
-","@OHarfuch","https://twitter.com/OHarfuch","y","","","retwitteó","https://twitter.com/OHarfuch","Omar Garcia Harfuch"
"https://twitter.com/ATTMx","https://pbs.twimg.com/profile_images/1675887592464867328/pj8T-jUy_normal.jpg","https://twitter.com/ATTMx","Tweet promocionado","AT&T Mx","@ATTMx","","","Estrena con un plan AT&T Ármalo 10. Ven a tu tienda AT&T y dátelo.","","","","","https://www.att.com.mx/promociones?utm_source=twitter&utm_medium=paidmedia&utm_campaign=postpagoarmalo&utm_term=postad&utm_content=generico&twclid=25h2p42747ummq0ev9pvvoq3qb","att.com.mx","","https://www.att.com.mx/promociones?utm_source=twitter&utm_medium=paidmedia&utm_campaign=postpagoarmalo&utm_term=postad&utm_content=generico&twclid=25h2p42747ummq0ev9pvvoq3qb","Dátelo con AT&T Ármalo.","https://twitter.com/ATTMx/status/1683520510884290562/analytics","https://pbs.twimg.com/media/F10Q1IQXoAYeCyY?format=jpg&name=120x120","","","7","4","88","","832,6 mil","Promocionado","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1619166189036666880","27 ene.","Como parte del trabajo de proximidad de","@PabloVazC","https://twitter.com/PabloVazC","y","@SSC_CDMX","https://twitter.com/SSC_CDMX",", nuestra compañera y campeona,","","",", recorre las escuelas acercando a los jóvenes con su policía inspirando a las miles de niñas y jóvenes de la CDMX. Hoy recibió este mensaje en sus redes. ¡Felicidades!","https://twitter.com/OHarfuch/status/1619166189036666880/photo/1","https://pbs.twimg.com/media/FnhvEM5akAATG3c?format=jpg&name=small","https://twitter.com/OHarfuch/status/1619166189036666880/photo/2","https://pbs.twimg.com/media/FnhvEM2agAQ7q3G?format=jpg&name=small","54","134","644","https://twitter.com/OHarfuch/status/1619166189036666880/analytics","38,4 mil","","@IrmaTorbellino","https://twitter.com/IrmaTorbellino","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1619089444996530177","27 ene.","Resultado de la estrategia de seguridad implementada en","@TlahuacRenace","https://twitter.com/TlahuacRenace",", en diciembre de 2022, disminuyeron los delitos de alto impacto respecto a noviembre de ese mismo año. Hoy en reunión de seguimiento con la Alcaldesa","@bereheca","https://twitter.com/bereheca",", acordamos continuar y fortalecer la operación.","","","","https://twitter.com/OHarfuch/status/1619089444996530177/photo/1","https://pbs.twimg.com/media/FngpQ7jaQAEdCTy?format=jpg&name=small","","","147","189","741","https://twitter.com/OHarfuch/status/1619089444996530177/analytics","33,9 mil","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1618993922038169601","27 ene.","Compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a un hombre en","@Alc_Iztapalapa","https://twitter.com/Alc_Iztapalapa","relacionado con los delitos de extorsión a comerciantes, venta de drogas y secuestro; se le aseguró un arma de fuego, dosis de cocaína y dinero en efectivo.","","","","https://twitter.com/OHarfuch/status/1618993922038169601/photo/1","https://pbs.twimg.com/media/FnfSYxBaIAAddQk?format=jpg&name=360x360","https://twitter.com/OHarfuch/status/1618993922038169601/photo/2","https://pbs.twimg.com/media/FnfSYxLaYAIIPuN?format=jpg&name=small","100","290","1.117","https://twitter.com/OHarfuch/status/1618993922038169601/analytics","74,1 mil","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1618744845484593153","26 ene.","Felicidades a mi compañera Liliana, del agrupamiento","@SSC_CDMX","https://twitter.com/SSC_CDMX",", quien obtuvo el 1er lugar en el Campeonato Nacional para Instructores de Tiro 2022 en Querétaro. Es un orgullo para la","","","!","#UMOE","https://twitter.com/hashtag/UMOE?src=hashtag_click","","https://twitter.com/OHarfuch/status/1618744845484593153/photo/1","https://pbs.twimg.com/media/Fnbv2i4aAAEfQ6n?format=jpg&name=small","","","116","231","2.319","https://twitter.com/OHarfuch/status/1618744845484593153/analytics","108,9 mil","","","","","","","","",""
"https://twitter.com/BingXOfficial","https://pbs.twimg.com/profile_images/1650900596160077824/2DnAtYyE_normal.jpg","https://twitter.com/BingXOfficial","Tweet promocionado","BingX","@BingXOfficial","","","Regístrate para obtener $5,125+ Bono","","","$100 en bonos de regalo de inscripción","","","bingx.com","","https://www.bingx.com/landingpage/ad_5125vsdraw_es_twi?ch=twitter_draw&twclid=2-3lacq6urqzj1v38e2zfgrp0qb","Regístrate para obtener $5,125+ Bono","https://twitter.com/BingXOfficial/status/1652152223277912064/analytics","","","https://pbs.twimg.com/amplify_video_thumb/1652149807014887424/img/GdKV4p4Ni3DyO7aR.jpg","4","4","104","","3,4 M","Promocionado","","","$5000 en bonos de regalo por depósito","blob:https://twitter.com/d79723a4-6fd4-4a2c-b7ed-ab3375fb3b5b","","$125 en bonos de recompensa para nuevos usuarios","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1618735935851749376","26 ene.","El día de hoy reconocimos a 91 compañeros y compañeras de","@SSC_CDMX","https://twitter.com/SSC_CDMX",", quiénes con lealtad, profesionalismo y valentía trabajan todos los días al servicio de CDMX. Agradecemos  a","@Claudiashein","https://twitter.com/Claudiashein","por su apoyo hacia nuestra policía.","","","","https://twitter.com/OHarfuch/status/1618735935851749376/photo/1","https://pbs.twimg.com/media/FnbnwOTagAAMNsu?format=jpg&name=small","","","183","366","1.573","https://twitter.com/OHarfuch/status/1618735935851749376/analytics","142,3 mil","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_normal.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1616138535656116225","19 ene.","En","@SSC_CDMX","https://twitter.com/SSC_CDMX","reconocemos el valor de nuestros policías, hoy fue ascendido mi compañero que se enfrentó a un hombre que, con un cuchillo, amenazaba a una mujer y a varias personas en","@Alc_Iztapalapa","https://twitter.com/Alc_Iztapalapa",", el agresor contaba con 7 ingresos al Sistema Penitenciario.","","","","https://twitter.com/OHarfuch/status/1616138535656116225/photo/1","https://pbs.twimg.com/media/Fm2tbj3acAA6Sbj?format=jpg&name=small","https://twitter.com/OHarfuch/status/1616138535656116225/photo/2","https://pbs.twimg.com/media/Fm2tbj3aUAEd3Ri?format=jpg&name=small","1.679","3.196","21 mil","https://twitter.com/OHarfuch/status/1616138535656116225/analytics","1,3 M","","","","","","","","",""
