"css-4rbku5 href","css-9pa8cd src","css-901oao","css-901oao 2","css-901oao 3","css-4rbku5 href 4","css-4rbku5","css-901oao 4","css-4rbku5 href 5","css-901oao 5","css-4rbku5 href 6","css-901oao 6","css-901oao 7","css-4rbku5 href 7","css-901oao 8","css-901oao 9","css-4rbku5 2","css-4rbku5 href 8","css-901oao 10","css-901oao 11","css-901oao 12","css-4rbku5 href 9","css-901oao 14","css-4rbku5 3","css-4rbku5 href 10","css-901oao 15","css-4rbku5 4","css-4rbku5 href 11","css-4rbku5 5","css-4rbku5 6","css-4rbku5 href 12","css-901oao 16"
"https://twitter.com/Contemporaneo3","https://pbs.twimg.com/profile_images/1298657314380095489/8YbhAJvp_bigger.jpg","El Contemporáneo","@Contemporaneo3","·","https://twitter.com/Contemporaneo3/status/1632986074724065282","7 mar.","","","","","","","","","Sin duda el","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","de la 4t será disputado entre dos grandes pesos; de la corrupción y la impunidad, evidentemente:","","","https://twitter.com/Contemporaneo3/status/1632986074724065282/analytics","34","#GarcíaLuna","https://twitter.com/hashtag/Garc%C3%ADaLuna?src=hashtag_click","","#GertzManero","https://twitter.com/hashtag/GertzManero?src=hashtag_click","","","",""
"https://twitter.com/camposisidro","https://pbs.twimg.com/profile_images/1619404897799081986/D2F-FyJB_bigger.jpg","Isidro Campos","@camposisidro","·","https://twitter.com/camposisidro/status/1630787908499021824","28 feb.","En respuesta a","https://twitter.com/RicardoBSalinas","@RicardoBSalinas","","","","","","Policía! Algo así como","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","","3","","https://twitter.com/camposisidro/status/1630787908499021824/analytics","39","","","","","","","","",""
"https://twitter.com/ElManuu91","https://pbs.twimg.com/profile_images/1320801547777757184/YnQTdRsV_bigger.jpg","Manuel Vazquez Cano","@ElManuu91","·","https://twitter.com/ElManuu91/status/1630756286177374211","28 feb.","En respuesta a","https://twitter.com/FDoringCasar","@FDoringCasar","https://twitter.com/OHarfuch","@OHarfuch","y","","","No cabe duda que la Señora Sorté está orgullosa del gran trabajo que hace","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click",", sí en tu casa no te quieren.. no vengas a criticar a los demás","1","","https://twitter.com/ElManuu91/status/1630756286177374211/analytics","32","#ConLasJefasNoTeMetas","https://twitter.com/hashtag/ConLasJefasNoTeMetas?src=hashtag_click","!","","","","","",""
"https://twitter.com/Unlimitless12","https://pbs.twimg.com/profile_images/1682946826570285056/xPE3KfE1_bigger.jpg","Limitless","@Unlimitless12","·","https://twitter.com/Unlimitless12/status/1629231112722472963","24 feb.","","","","",".

Ya no sea cínico, presidentito.","","https://twitter.com/lopezobrador_",",","Si Genaro Luna en México viviera, con","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","anduviera.

Parte del equipo de seguridad de","34","62","https://twitter.com/Unlimitless12/status/1629231112722472963/analytics","1.089","#AMLO","https://twitter.com/hashtag/AMLO?src=hashtag_click","estuvieron en los gobiernos de","#GertzManero","https://twitter.com/hashtag/GertzManero?src=hashtag_click","@lopezobrador_","#AlfonsoDurazo","https://twitter.com/hashtag/AlfonsoDurazo?src=hashtag_click","y"
"https://twitter.com/gerllavot","https://pbs.twimg.com/profile_images/1274056199000883210/YXeufSI5_bigger.jpg","Gerardo  LLavot","@gerllavot","·","https://twitter.com/gerllavot/status/1628908504160391170","23 feb.","En respuesta a","https://twitter.com/eltemagv","@eltemagv","","","","","","También","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","","","","https://twitter.com/gerllavot/status/1628908504160391170/analytics","17","#GertzManero","https://twitter.com/hashtag/GertzManero?src=hashtag_click","","","","","","",""
"https://twitter.com/nestorislas","https://pbs.twimg.com/profile_images/576267586532339712/45gZgOxk_bigger.jpeg","nestor islas","@nestorislas","·","https://twitter.com/nestorislas/status/1628636891636539396","23 feb.","En respuesta a","https://twitter.com/Claudiashein","@Claudiashein","","","","https://twitter.com/Claudiashein","","Y qué tal que","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","se anime a volverse testigo protegido para reducir su condena y se decida a hablar de sus colaboradores cuando fue jefazo y salga a relucir el apellido","","","https://twitter.com/nestorislas/status/1628636891636539396/analytics","25","#GarciaLuna","https://twitter.com/hashtag/GarciaLuna?src=hashtag_click","que dirá la","#Gargola","https://twitter.com/hashtag/Gargola?src=hashtag_click","@Claudiashein","#LordKks","https://twitter.com/hashtag/LordKks?src=hashtag_click","y"
"https://twitter.com/raulibarra_","https://pbs.twimg.com/profile_images/1276235465310470147/YshE_8rz_bigger.jpg","RAUL IBARRA","@raulibarra_","·","https://twitter.com/raulibarra_/status/1628515800809369600","22 feb.","","","","","","","","","Si GGL es culpable, ¿van a investigar a","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","?

Duda genuina.","","","https://twitter.com/raulibarra_/status/1628515800809369600/analytics","31","","","","","","","","",""
"https://twitter.com/Iggy_mex","https://pbs.twimg.com/profile_images/1221805949930950658/LBts9Kru_bigger.jpg","Nacho","@Iggy_mex","·","https://twitter.com/Iggy_mex/status/1628374254163984384","22 feb.","Respondiendo a","https://twitter.com/bgb_bryan","@bgb_bryan","https://twitter.com/mikeerrasti","@mikeerrasti","y 5 más","","","Es vía primaria. Responsabilida de","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","y","","","https://twitter.com/Iggy_mex/status/1628374254163984384/analytics","34","#EsCaludia","https://twitter.com/hashtag/EsCaludia?src=hashtag_click","","","","","","",""
"https://twitter.com/lary66334743","https://pbs.twimg.com/profile_images/1608342075321221124/yWtY3215_bigger.jpg","lary","@lary66334743","·","https://twitter.com/lary66334743/status/1627724200201814020","20 feb.","En respuesta a","https://twitter.com/siete_letras","@siete_letras","","","","","","Ya todos sabemos que","#harfuch","https://twitter.com/hashtag/harfuch?src=hashtag_click","solo le está limpiando el camino a los de jalisco y cuando eso pase aver que dice","","","https://twitter.com/lary66334743/status/1627724200201814020/analytics","413","#sheibaum","https://twitter.com/hashtag/sheibaum?src=hashtag_click","seguro se lavara las manos","","","","","",""
"https://twitter.com/Sherpscalafas","https://pbs.twimg.com/profile_images/1677163376751919104/I5Zvsu0m_bigger.jpg","Think about it!, the ugly truth!","@Sherpscalafas","·","https://twitter.com/Sherpscalafas/status/1625539385411227648","14 feb.","","","","","","","","","Los chairos son tan, pero tan pen…. Que echan espuma por","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","h quieren votar por","","","https://twitter.com/Sherpscalafas/status/1625539385411227648/analytics","47","#GarciaLuna","https://twitter.com/hashtag/GarciaLuna?src=hashtag_click","en la CDMX que era su alumno y colaborador jajaja","","","","","",""
"https://twitter.com/laylapaty1","https://pbs.twimg.com/profile_images/1588411669226655744/5vK0r5be_bigger.jpg","layla paty","@laylapaty1","·","https://twitter.com/laylapaty1/status/1624987454288678920","12 feb.","En respuesta a","https://twitter.com/pablochavez6910","@pablochavez6910","https://twitter.com/LillyTellez","@LillyTellez","y","https://twitter.com/AlcCuauhtemocMx","","No! Ya no habrá fraudes electorales! La Alcaldía","@martibatres","https://twitter.com/martibatres","será RECUPERADA por el","","","https://twitter.com/laylapaty1/status/1624987454288678920/analytics","26","#MORENACDMX","https://twitter.com/hashtag/MORENACDMX?src=hashtag_click","los Alcaldes(as) naturales","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","@AlcCuauhtemocMx","@FadlalaAkabani","https://twitter.com/FadlalaAkabani","Cómo ven?"
"https://twitter.com/Blackcap2000","https://pbs.twimg.com/profile_images/1596212083388870656/4w8Vr9np_bigger.jpg","Blackcap","@Blackcap2000","·","https://twitter.com/Blackcap2000/status/1621243811610386433","2 feb.","En respuesta a","https://twitter.com/Claudiashein","@Claudiashein","","","","","","La burrota hablando de orejas, por que oculta que su narco secretarios","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","si participó en la desaparición de los 43 estudiantes de Ayotzinapa.
Y que me dices del cartel inmobiliario judío en contubernio con los famosisimos delincuentes de su ex esposo y ex cuñado Los Imaz","","","https://twitter.com/Blackcap2000/status/1621243811610386433/analytics","18","","","","","","","","",""
"https://twitter.com/RicardoGil017","https://pbs.twimg.com/profile_images/1388144379550855176/-TPw6E-4_bigger.jpg","Ricardo Gil Cruz","@RicardoGil017","·","https://twitter.com/RicardoGil017/status/1619126038088544256","27 ene.","En respuesta a","https://twitter.com/latinus_us","@latinus_us","","","","https://twitter.com/Claudiashein","","Esos desgraciados corruptos del partido morena, en especial","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","y","","","https://twitter.com/RicardoGil017/status/1619126038088544256/analytics","13","","","son unas ratas ruines enemigas de México","","","@Claudiashein","","",""
"https://twitter.com/AlfredoAlvarezz","https://pbs.twimg.com/profile_images/482530070209130497/Gt7ngfhx_bigger.jpeg","Alfredo Alvarez","@AlfredoAlvarezz","·","https://twitter.com/AlfredoAlvarezz/status/1618657252524822528","26 ene.","","","","","","","https://twitter.com/AlfonsoDurazo","","UNA PREGUNTA: ¿AMLO también informará puntualmente cuando en el juicio de","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","se mencione alguno de sus “friends”?","8","48","https://twitter.com/AlfredoAlvarezz/status/1618657252524822528/analytics","2.955","#GenaroGarciaLuna","https://twitter.com/hashtag/GenaroGarciaLuna?src=hashtag_click","gobernador de","#Sonora","https://twitter.com/hashtag/Sonora?src=hashtag_click","@AlfonsoDurazo","","","y dos que tres mas siempre han sido sospechosos. Solo es una duda que tengo"
"https://twitter.com/LunaEva7","https://pbs.twimg.com/profile_images/1589035124544270336/UuZdp1z2_bigger.jpg","Mónica.","@LunaEva7","·","https://twitter.com/LunaEva7/status/1615411500579188737","17 ene.","En respuesta a","https://twitter.com/juncalssolano","@juncalssolano","","","","","","Saldrá la cloaca nombre de funcionarios de Morena. 

¿No","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","era su discípulo?","","","https://twitter.com/LunaEva7/status/1615411500579188737/analytics","11","","","","","","","","",""
"https://twitter.com/LunaEva7","https://pbs.twimg.com/profile_images/1589035124544270336/UuZdp1z2_bigger.jpg","Mónica.","@LunaEva7","·","https://twitter.com/LunaEva7/status/1615409258669150210","17 ene.","En respuesta a","https://twitter.com/jgnaredo","@jgnaredo","","","","","","Pregúntale a Anabel Hernández, sobre","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","ó leé su libro 
El Traidor.","2","","https://twitter.com/LunaEva7/status/1615409258669150210/analytics","469","","","","","","","","",""
"https://twitter.com/MASAENCEFALICA","https://pbs.twimg.com/profile_images/1200297360779333633/2jSC08UA_bigger.jpg","LOBO SOLITARIO","@MASAENCEFALICA","·","https://twitter.com/MASAENCEFALICA/status/1613340461225099266","11 ene.","En respuesta a","https://twitter.com/MariaAl66653676","@MariaAl66653676","","","","","","no es confiable, es de la escuela de","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click",", desgraciadamente","","","https://twitter.com/MASAENCEFALICA/status/1613340461225099266/analytics","20","#GarcíaLuna","https://twitter.com/hashtag/Garc%C3%ADaLuna?src=hashtag_click","confía a ciegas en él.......","#Sheimbaum","https://twitter.com/hashtag/Sheimbaum?src=hashtag_click","","","",""
"https://twitter.com/AdrianG55718284","https://pbs.twimg.com/profile_images/1641241408047656960/b-7H2E8x_bigger.jpg","Adrian González","@AdrianG55718284","·","https://twitter.com/AdrianG55718284/status/1611869011825856513","7 ene.","Respondiendo a","https://twitter.com/panaclo","@panaclo","https://twitter.com/JLozanoA","@JLozanoA","y 2 más","","","","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","","","","https://twitter.com/AdrianG55718284/status/1611869011825856513/analytics","16","","","","","","","","",""
"https://twitter.com/Blackcap2000","https://pbs.twimg.com/profile_images/1596212083388870656/4w8Vr9np_bigger.jpg","Blackcap","@Blackcap2000","·","https://twitter.com/Blackcap2000/status/1611844910340096011","7 ene.","En respuesta a","https://twitter.com/lopezobrador_","@lopezobrador_","","","","https://twitter.com/Claudiashein","","Ya patea a la becaria Rockefeller de","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","sólo te golpetea con su gabinete de buitres de","","","https://twitter.com/Blackcap2000/status/1611844910340096011/analytics","29","","",",","","","@Claudiashein","@MetrobusCDMX","https://twitter.com/MetrobusCDMX","y"
"https://twitter.com/Hugogoldrilo","https://pbs.twimg.com/profile_images/1563037402397978624/MWt_gRif_bigger.jpg","El astronauta que vio a Elvis","@Hugogoldrilo","·","https://twitter.com/Hugogoldrilo/status/1608222481562624004","28 dic. 2022","En respuesta a","https://twitter.com/Hugogoldrilo","@Hugogoldrilo","","","","https://twitter.com/C5_CDMX","","Y lo más irónico es que Justo en la esquina de Pugibet y Buen Tono hay una cámara del","#harfuch","https://twitter.com/hashtag/harfuch?src=hashtag_click","¿hasta cuándo se les permitirá este abuso donde normalmente hacen uso de violencia?","","","https://twitter.com/Hugogoldrilo/status/1608222481562624004/analytics","73","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","","#Cuauhtémoc","https://twitter.com/hashtag/Cuauht%C3%A9moc?src=hashtag_click","@C5_CDMX","#SANDRACUEVASALCALDESA","https://twitter.com/hashtag/SANDRACUEVASALCALDESA?src=hashtag_click",""
"https://twitter.com/Claudiacarr73","https://pbs.twimg.com/profile_images/1603884725604589568/ib7KSuqs_bigger.jpg","Claudia Carreño","@Claudiacarr73","·","https://twitter.com/Claudiacarr73/status/1604585976939958272","18 dic. 2022","En respuesta a","https://twitter.com/VERDADPODERYJU1","@VERDADPODERYJU1","https://twitter.com/Claudiashein","@Claudiashein","y","https://twitter.com/OHarfuch","@OHarfuch","Y como siempre los narcos y el narco gobierno viviendo bien a gusto, con prostitutas, chef y a uno ni para los frijoles le alcanza, así las cosas en este","#harfuch","https://twitter.com/hashtag/harfuch?src=hashtag_click","corrupto","","","https://twitter.com/Claudiacarr73/status/1604585976939958272/analytics","44","#mexico","https://twitter.com/hashtag/mexico?src=hashtag_click","","#claudiasheinbaum","https://twitter.com/hashtag/claudiasheinbaum?src=hashtag_click","","#amlo","https://twitter.com/hashtag/amlo?src=hashtag_click",""
"https://twitter.com/PJPG16","https://pbs.twimg.com/profile_images/1525175581767307266/EcM7kCY0_bigger.jpg","P. J. P. G","@PJPG16","·","https://twitter.com/PJPG16/status/1604266672772243456","17 dic. 2022","En respuesta a","https://twitter.com/luzelenachavez8","@luzelenachavez8","https://twitter.com/CiroGomezL","@CiroGomezL","y","","","Es obvio que no habrá detenidos,","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","se limitará a mostrar esas fotos y videos, y hasta ahí quedará su investigación. Pues fueron enviados por el","1","","https://twitter.com/PJPG16/status/1604266672772243456/analytics","41","#cacash","https://twitter.com/hashtag/cacash?src=hashtag_click","Obrador.
Total impunidad.","","","","","",""
"https://twitter.com/Claudiacarr73","https://pbs.twimg.com/profile_images/1603884725604589568/ib7KSuqs_bigger.jpg","Claudia Carreño","@Claudiacarr73","·","https://twitter.com/Claudiacarr73/status/1604253356574261250","17 dic. 2022","En respuesta a","https://twitter.com/VERDADPODERYJU1","@VERDADPODERYJU1","https://twitter.com/OHarfuch","@OHarfuch","y","https://twitter.com/Claudiashein","@Claudiashein","El cuini está coludido con las autoridades pero piensan que nos ven la cara","#harfuch","https://twitter.com/hashtag/harfuch?src=hashtag_click","","","","https://twitter.com/Claudiacarr73/status/1604253356574261250/analytics","24","#claudianuncaseraspresidenta","https://twitter.com/hashtag/claudianuncaseraspresidenta?src=hashtag_click","","#claudiasheinbaum","https://twitter.com/hashtag/claudiasheinbaum?src=hashtag_click","","#AMLO","https://twitter.com/hashtag/AMLO?src=hashtag_click",""
"https://twitter.com/Claudiacarr73","https://pbs.twimg.com/profile_images/1603884725604589568/ib7KSuqs_bigger.jpg","Claudia Carreño","@Claudiacarr73","·","https://twitter.com/Claudiacarr73/status/1604252455713312769","17 dic. 2022","En respuesta a","https://twitter.com/VERDADPODERYJU1","@VERDADPODERYJU1","https://twitter.com/OHarfuch","@OHarfuch","y","https://twitter.com/Claudiashein","@Claudiashein","Obviamente el cuini a gusto con sus prostitutas en el penal, Claudia a gusto gastando el aguinaldo en las plazas y el peje gastado los recursos destinados a los pobres","#harfuch","https://twitter.com/hashtag/harfuch?src=hashtag_click","","","","https://twitter.com/Claudiacarr73/status/1604252455713312769/analytics","39","#claudiasheinbaum","https://twitter.com/hashtag/claudiasheinbaum?src=hashtag_click","","#AMLO","https://twitter.com/hashtag/AMLO?src=hashtag_click","","#andresmsnuel","https://twitter.com/hashtag/andresmsnuel?src=hashtag_click",""
"https://twitter.com/rynkidynk","https://pbs.twimg.com/profile_images/1008554846692114432/w3RNghy9_bigger.jpg","ACA","@rynkidynk","·","https://twitter.com/rynkidynk/status/1603926788547219456","16 dic. 2022","En respuesta a","https://twitter.com/LaChiquisYareli","@LaChiquisYareli","","","","","","Le metieron más producción al de","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click",".","","","https://twitter.com/rynkidynk/status/1603926788547219456/analytics","188","","","","","","","","",""
"https://twitter.com/nero_vermx","https://pbs.twimg.com/profile_images/1649216883156041731/c__gfGDU_bigger.jpg","╰☆☆ ｎ𝓔𝓡๏ ☆☆╮","@nero_vermx","·","https://twitter.com/nero_vermx/status/1603636783127961600","16 dic. 2022","En respuesta a","https://twitter.com/jose11_gg","@jose11_gg","https://twitter.com/hashtag/QueRenuncie?src=hashtag_click","Por el bien del pueblo","","https://twitter.com/Claudiashein","Tienen vendida al","La verdad con","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","regresaría sin duda","2","","https://twitter.com/nero_vermx/status/1603636783127961600/analytics","44","#DiazOrdaz","https://twitter.com/hashtag/DiazOrdaz?src=hashtag_click","d la mano d","#Echeverría","https://twitter.com/hashtag/Echeverr%C3%ADa?src=hashtag_click","@Claudiashein","#dreMa","https://twitter.com/hashtag/dreMa?src=hashtag_click","a romperle la"
"https://twitter.com/NenaVelasco32","https://pbs.twimg.com/profile_images/1683708736890601472/8wnXaRx4_bigger.jpg","Miroslava Barrett","@NenaVelasco32","·","https://twitter.com/NenaVelasco32/status/1603235498633224192","14 dic. 2022","En respuesta a","https://twitter.com/RicardoBSalinas","@RicardoBSalinas","","","","","","""Don"" Ricardo Salinas Pliego quiere que vayan muchos a la boda de su hija... que se me hace que","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","se nos casa ya.","","","https://twitter.com/NenaVelasco32/status/1603235498633224192/analytics","","","","","","","","","",""
"https://twitter.com/karinapalmita05","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","karina","@karinapalmita05","·","https://twitter.com/karinapalmita05/status/1603228897608351746","14 dic. 2022","En respuesta a","https://twitter.com/VERDADPODERYJU1","@VERDADPODERYJU1","https://twitter.com/OHarfuch","@OHarfuch","y","","","Eres falsa prometiste muchas cosas y nada","#harfuch","https://twitter.com/hashtag/harfuch?src=hashtag_click","","","","https://twitter.com/karinapalmita05/status/1603228897608351746/analytics","","#ClaudiaNuncaSerasPresidenta","https://twitter.com/hashtag/ClaudiaNuncaSerasPresidenta?src=hashtag_click","","#ClaudiaSheinbaum","https://twitter.com/hashtag/ClaudiaSheinbaum?src=hashtag_click","","","",""
"https://twitter.com/nero_vermx","https://pbs.twimg.com/profile_images/1649216883156041731/c__gfGDU_bigger.jpg","╰☆☆ ｎ𝓔𝓡๏ ☆☆╮","@nero_vermx","·","https://twitter.com/nero_vermx/status/1601989712348172288","11 dic. 2022","Respondiendo a","https://twitter.com/MADMAX5358","@MADMAX5358","https://twitter.com/SoyLyn05","@SoyLyn05","y 3 más","","","Obvio, esa farsa la mandó a hacer claudia para cubrir su ineptitud y proteger a","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","su contacto con el","1","1","https://twitter.com/nero_vermx/status/1601989712348172288/analytics","","#CrimenOrganizado","https://twitter.com/hashtag/CrimenOrganizado?src=hashtag_click","Pobres claudios ya maduren, se siguen chupando el dedo número 21, pero ese NO es dedo...","","","","","",""
"https://twitter.com/nero_vermx","https://pbs.twimg.com/profile_images/1649216883156041731/c__gfGDU_bigger.jpg","╰☆☆ ｎ𝓔𝓡๏ ☆☆╮","@nero_vermx","·","https://twitter.com/nero_vermx/status/1601712127584382976","10 dic. 2022","Respondiendo a","https://twitter.com/SkarloRojo","@SkarloRojo","https://twitter.com/d58e656a1bf4495","@d58e656a1bf4495","y 3 más","","","Ambición d claudia ""Puede hacer q morena pierda","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","""?

YA ESTÁ PERDIDA!

Claudia saqueó el metro, los zoo, $$ del poder judicial, reprime","","","https://twitter.com/nero_vermx/status/1601712127584382976/analytics","","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","y golpea al pueblo

El crimen pactado con","#DDHH","https://twitter.com/hashtag/DDHH?src=hashtag_click","","","","Antes perdió la mitad y anda campante a sabiendas q la otra mitad = se pierde 2024"
"https://twitter.com/nero_vermx","https://pbs.twimg.com/profile_images/1649216883156041731/c__gfGDU_bigger.jpg","╰☆☆ ｎ𝓔𝓡๏ ☆☆╮","@nero_vermx","·","https://twitter.com/nero_vermx/status/1599976922766667776","5 dic. 2022","Respondiendo a","https://twitter.com/SoyLyn05","@SoyLyn05","https://twitter.com/Vianeicita","@Vianeicita","y 4 más","","","Pero cómooo?

Tocar a","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","?

Sería como si","1","1","https://twitter.com/nero_vermx/status/1599976922766667776/analytics","","#Borolas","https://twitter.com/hashtag/Borolas?src=hashtag_click","hubiera destituido a su enlace con el","#CrimenOrg","https://twitter.com/hashtag/CrimenOrg?src=hashtag_click","","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","Claudia NO puede embarrar a quien pasa la charola al crimen"
"https://twitter.com/nero_vermx","https://pbs.twimg.com/profile_images/1649216883156041731/c__gfGDU_bigger.jpg","╰☆☆ ｎ𝓔𝓡๏ ☆☆╮","@nero_vermx","·","https://twitter.com/nero_vermx/status/1599461419161833472","4 dic. 2022","Respondiendo a","https://twitter.com/torosytoritos54","@torosytoritos54","https://twitter.com/taliarace1","@taliarace1","y 4 más","https://twitter.com/VicenteFoxQue","","No tiene vergüenza esa gente rastrera q aplaude a quien d ser pdta los tratará con la punta del pie d sus extranjeros financiadores

Ella solo sería el mismo títere q fue","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click",", la marioneta d","1","3","https://twitter.com/nero_vermx/status/1599461419161833472/analytics","","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","q tiene vendida","","","@VicenteFoxQue","","","al narco

Croqueteros miserables!!"
"https://twitter.com/nero_vermx","https://pbs.twimg.com/profile_images/1649216883156041731/c__gfGDU_bigger.jpg","╰☆☆ ｎ𝓔𝓡๏ ☆☆╮","@nero_vermx","·","https://twitter.com/nero_vermx/status/1595591900941225985","23 nov. 2022","En respuesta a","https://twitter.com/fher_vel","@fher_vel","https://twitter.com/rociomag3","@rociomag3","y","https://twitter.com/monerohernandez","@monerohernandez","Es una simple marioneta de los potentados de3l prian

Inepta q tiene","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","d rodillas ante la delincuencia q le paga piso a","1","","https://twitter.com/nero_vermx/status/1595591900941225985/analytics","","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","Títere d extranjeros, d salinas y el","#FoxCalderonismo","https://twitter.com/hashtag/FoxCalderonismo?src=hashtag_click","","","","Ahora resulta q chayoteros d la oposición la alaban, xq será?

Si, tmbn creo q les paga"
"https://twitter.com/nero_vermx","https://pbs.twimg.com/profile_images/1649216883156041731/c__gfGDU_bigger.jpg","╰☆☆ ｎ𝓔𝓡๏ ☆☆╮","@nero_vermx","·","https://twitter.com/nero_vermx/status/1590478594362707969","9 nov. 2022","En respuesta a","https://twitter.com/SoyLyn05","@SoyLyn05","https://twitter.com/patyper","@patyper","y","https://twitter.com/eredeira","@eredeira","Igual q borracho","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","q nunca supo q","","","https://twitter.com/nero_vermx/status/1590478594362707969/analytics","","#Borolas","https://twitter.com/hashtag/Borolas?src=hashtag_click","era su representante ante el narco

Así la tmbn corrupta claudia, tiene en","#GarciaLuna","https://twitter.com/hashtag/GarciaLuna?src=hashtag_click","","#CrimenOrg","https://twitter.com/hashtag/CrimenOrg?src=hashtag_click","su nexo con el"
"https://twitter.com/nero_vermx","https://pbs.twimg.com/profile_images/1649216883156041731/c__gfGDU_bigger.jpg","╰☆☆ ｎ𝓔𝓡๏ ☆☆╮","@nero_vermx","·","https://twitter.com/nero_vermx/status/1590387192312270848","9 nov. 2022","Respondiendo a","https://twitter.com/patyper","@patyper","https://twitter.com/SoyLyn05","@SoyLyn05","y 2 más","","","Aunq sea inepta corrupta y ambiciosa?

Q busca vender el país a sus parientes d ascendencia extranjera,","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click",", fox, calderón y financiadores del prian q la utilizan pa regresar al poder?

Amiga del narco q le paga piso a través d","1","4","https://twitter.com/nero_vermx/status/1590387192312270848/analytics","","#Salinas","https://twitter.com/hashtag/Salinas?src=hashtag_click","y ya dio su aportación pa la campaña?","","","","","",""
"https://twitter.com/nero_vermx","https://pbs.twimg.com/profile_images/1649216883156041731/c__gfGDU_bigger.jpg","╰☆☆ ｎ𝓔𝓡๏ ☆☆╮","@nero_vermx","·","https://twitter.com/nero_vermx/status/1590149986289082369","8 nov. 2022","En respuesta a","https://twitter.com/rociomag3","@rociomag3","https://twitter.com/Burllon","@Burllon","y","https://twitter.com/patyper","@patyper","no tiene titular d gobierno, anda d gira gastándose el erario mientras la","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","se inunda, se quema y llena d sangre x inseguridad","1","","https://twitter.com/nero_vermx/status/1590149986289082369/analytics","","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","pasó charola a","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","","#CrimenOrg","https://twitter.com/hashtag/CrimenOrg?src=hashtag_click","pa la campaña, a cambio la cd es suya"
"https://twitter.com/DrJosueCortes","https://pbs.twimg.com/profile_images/1435060908175265792/EpBhWnwA_bigger.jpg","Dr. Josué Cortés Z.","@DrJosueCortes","·","https://twitter.com/DrJosueCortes/status/1587657810124292097","1 nov. 2022","En respuesta a","https://twitter.com/Claudiashein","@Claudiashein","","","","","","","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click","","","","https://twitter.com/DrJosueCortes/status/1587657810124292097/analytics","","#AyotzinapaCasoNoResuelto","https://twitter.com/hashtag/AyotzinapaCasoNoResuelto?src=hashtag_click","","","","","","",""
"https://twitter.com/pcarrillof","https://pbs.twimg.com/profile_images/1300113892975218688/KZbySgQC_bigger.jpg","Pablo Carrillo","@pcarrillof","·","https://twitter.com/pcarrillof/status/1586934139122491392","30 oct. 2022","Respondiendo a","https://twitter.com/irmafs","@irmafs","https://twitter.com/TransitoCdMx","@TransitoCdMx","y 2 más","https://twitter.com/ChuchoSesmaPVEM","","Es que el ""protector de la ciudad""está planeado como combatirlos, verdad","#Harfuch","https://twitter.com/hashtag/Harfuch?src=hashtag_click",", nada más apúrense porque si no Ciudad Gótica se quedará chiquita con estos desmadritos!!!","1","1","https://twitter.com/pcarrillof/status/1586934139122491392/analytics","","","","","","","@ChuchoSesmaPVEM","","",""
